"ruleQuestionId","body","prompt","ruleId","ruleName"
"1919","{""0"":""Karen is {interested} in psychology.""}","""Karen is <u>interest / interested</u> in psychology.""","458","""Regular Past Participles"""
"1920","{""0"":""I have {called} you before today.""}","""I have <u>call</u> you before today.""","459","""Practice: Eaten, Been, Regular Past Participles"""
"1921","{""0"":""The sunset {reflected} off the buildings.""}","""The sunset <u>reflected</u> off the buildings.""","459","""Practice: Eaten, Been, Regular Past Participles"""
"1922","{""0"":""I have {eaten} at this restaurant every week for a year.""}","""I have <u>eat</u> at this restaurant every week for a year.""","459","""Practice: Eaten, Been, Regular Past Participles"""
"1923","{""0"":""A raccoon has {eaten} all the fish.""}","""A raccoon has <u>eat</u> all the fish.""","459","""Practice: Eaten, Been, Regular Past Participles"""
"1924","{""0"":""A hungry bear had voraciously {eaten} all the salmon.""}","""A hungry bear had voraciously <u>eat</u> all the salmon.""","459","""Practice: Eaten, Been, Regular Past Participles"""
"1925","{""0"":""I have once {eaten} caribou meat.""}","""I have once <u>eat</u> caribou meat.""","459","""Practice: Eaten, Been, Regular Past Participles"""
"1926","{""0"":""Half {eaten} strawberries were all over the floor.""}","""Half <u>eat</u> strawberries were all over the floor.""","459","""Practice: Eaten, Been, Regular Past Participles"""
"1927","{""0"":""Have you {eaten} Thai cuisine before?""}","""Have you <u>eat</u> Thai cuisine before?""","459","""Practice: Eaten, Been, Regular Past Participles"""
"1928","{""0"":""Our goats have {eaten} almost anything given to them.""}","""Our goats have <u>eat</u> almost anything given to them.""","459","""Practice: Eaten, Been, Regular Past Participles"""
"1929","{""0"":""The zoo's pandas have {eaten} twice their weight in bamboo.""}","""The zoo's pandas have <u>eat</u> twice their weight in bamboo.""","459","""Practice: Eaten, Been, Regular Past Participles"""
"1930","{""0"":""It has {been} a pleasure meeting you.""}","""It has <u>be</u> a pleasure meeting you.""","459","""Practice: Eaten, Been, Regular Past Participles"""
"1931","{""0"":""We have {been} putting off our work.""}","""We have <u>be</u> putting off our work.""","459","""Practice: Eaten, Been, Regular Past Participles"""
"1932","{""0"":""We've {been} procrastinating too long for a break.""}","""We've <u>be</u> procrastinating too long for a break.""","459","""Practice: Eaten, Been, Regular Past Participles"""
"1933","{""0"":""He has {been} convinced he's right for a week.""}","""He has <u>be</u> convinced he's right for a week.""","459","""Practice: Eaten, Been, Regular Past Participles"""
"1934","{""0"":""She's {been} waving at us for a while.""}","""She's <u>be</u> waving at us for a while.""","459","""Practice: Eaten, Been, Regular Past Participles"""
"1935","{""0"":""Carlos has {been} to Brazil before.""}","""Carlos has <u>be</u> to Brazil before.""","459","""Practice: Eaten, Been, Regular Past Participles"""
"1936","{""0"":""I have {been} awake since 6:00 AM.""}","""I have <u>be</u> awake since 6:00 AM.""","459","""Practice: Eaten, Been, Regular Past Participles"""
"1937","{""0"":""My teacher has {been} very nice lately.""}","""My teacher has <u>be</u> very nice lately.""","459","""Practice: Eaten, Been, Regular Past Participles"""
"1938","{""0"":""Justin has {been} keeping a journal.""}","""Justin has <u>be</u> keeping a journal.""","459","""Practice: Eaten, Been, Regular Past Participles"""
"1939","{""0"":""Eva has {been} thinking about studying Spanish.""}","""Eva has <u>be</u> thinking about studying Spanish.""","459","""Practice: Eaten, Been, Regular Past Participles"""
"1940","{""0"":""Kate had {been} sick for two days.""}","""Kate had <u>be</u> sick for two days.""","459","""Practice: Eaten, Been, Regular Past Participles"""
"1941","{""0"":""That half {eaten} apple looks rotten.""}","""That half <u>eat / eaten</u> apple looks rotten.""","460","""Eaten"""
"1942","{""0"":""Have you {eaten} squid before?""}","""Have you <u>eat / eaten</u> squid before?""","460","""Eaten"""
"1943","{""0"":""I wish you could have {been} there.""}","""I wish you could have <u>be</u> there.""","461","""Been"""
"1944","{""0"":""Have you {been} to Ecuador before?""}","""Have you <u>be</u> to Ecuador before?""","461","""Been"""
"1945","{""0"":""We go apple picking in the fall. {However,} this year it was too cold.""}","""We go apple picking in the fall. However this year it was too cold.""","462","""However"""
"1946","{""0"":""Strawberries are my favorite. {However,} I don't eat them all the time.""}","""Strawberries are my favorite. However I don't eat them all the time.""","462","""However"""
"1947","{""0"":""I wish I could have three dogs. {However,} they would be very expensive.""}","""I wish I could have three dogs. However they would be very expensive.""","463","""Practice: However, Still"""
"1948","{""0"":""I think you are correct. {However,} I am going to look it up just to be sure.""}","""I think you are correct. However I am going to look it up just to be sure.""","463","""Practice: However, Still"""
"1949","{""0"":""We arrived early. {However,} there were no more tickets.""}","""We arrived early. However there were no more tickets.""","463","""Practice: However, Still"""
"1950","{""0"":""I don't like sweets very much. {Still,} I like sugar in my coffee.""}","""I don't like sweets very much. Still I like sugar in my coffee.""","463","""Practice: However, Still"""
"1951","{""0"":""I am very tired. {Still,} I can study for a little while.""}","""I am very tired. Still I can study for a little while.""","463","""Practice: However, Still"""
"1952","{""0"":""She is very rude. {Still,} I think she is funny.""}","""She is very rude. Still I think she is funny.""","463","""Practice: However, Still"""
"1953","{""0"":""He can't sing well. {Still,} he practices every day.""}","""He can't sing well. He practices every day.""","464","""Still"""
"1954","{""0"":""The weather was bad today. {Still,} we had a great time.""}","""The weather was bad today. Still, we had a great time.""","464","""Still"""
"1955","{""0"":""Alexis was practicing violin. {Meanwhile,} Sam was cooking dinner.""}","""Alexis was practicing violin. Sam was cooking dinner.""","465","""Meanwhile"""
"1956","{""0"":""I waited by the car. {Meanwhile,} Ron was getting dressed inside.""}","""I waited by the car. Meanwhile Ron was getting dressed inside.""","465","""Meanwhile"""
"1957","{""0"":""I was brushing my teeth. {Meanwhile,} Wanda was cooking breakfast.""}","""I was brushing my teeth. Meanwhile Wanda was cooking breakfast.""","466","""Practice: Commas after Introductory Prepositional Phrases"""
"1958","{""0"":""I rushed to get into work. {Meanwhile,} our boss was planning a surprise party.""}","""I rushed to get into work. Meanwhile our boss was planning a surprise party.""","466","""Practice: Commas after Introductory Prepositional Phrases"""
"1959","{""0"":""My sister drove us home. {Meanwhile,} I studied in the back seat.""}","""My sister drove us home. Meanwhile I studied in the back seat.""","466","""Practice: Commas after Introductory Prepositional Phrases"""
"1960","{""0"":""Whenever I am in {doubt,} I double"",""1"":""check my facts.""}","""Whenever I am in doubt I double-check my facts.""","466","""Practice: Commas after Introductory Prepositional Phrases"""
"1961","{""0"":""At {midnight,} the house began to move.""}","""At midnight the house began to move.""","466","""Practice: Commas after Introductory Prepositional Phrases"""
"1962","{""0"":""After we finish {working,} we will all go out for ice cream.""}","""After we finish working we will all go out for ice cream.""","466","""Practice: Commas after Introductory Prepositional Phrases"""
"1963","{""0"":""By the time Erin finished the {race,} the sun had already set.""}","""By the time Erin finished the race the sun had already set.""","466","""Practice: Commas after Introductory Prepositional Phrases"""
"1964","{""0"":""While in the {car,} we listened to Led Zeppelin.""}","""While in the car we listened to Led Zeppelin.""","467","""Commas after Introductory Prepositional Phrases"""
"1965","{""0"":""In {1868,} Japan began the Meiji Restoration.""}","""In 1868 Japan began the Meiji Restoration.""","467","""Commas after Introductory Prepositional Phrases"""
"1966","{""0"":""{Hi Eduminions, how are you doing today?}""}","""hi eduminions how are you doing today""","468","""Correct Messy Sentences"""
"1967","{""0"":""{What will you eat for Thanksgiving dinner this weekend?}""}","""whut will u eat 4 thanksgiving diner this wekend""","469","""Practice: Correct Messy Sentences"""
"1968","{""0"":""{How good is your spelling?}""}","""how gud is you're speeling""","469","""Practice: Correct Messy Sentences"""
"1969","{""0"":""{We can't even see two inches in front of our noses.}"",""1"":""{We can't even see 2 inches in front of our noses.}""}","""wee cant even see too inches in fort of are noses""","469","""Practice: Correct Messy Sentences"""
"1970","{""0"":""{My students are so smart that they're creating their own messy sentences!}""}","""my studentz r so smrt that theyre creating there own meesy sentences!""","469","""Practice: Correct Messy Sentences"""
"1971","{""0"":""{Eduminions is our theme.}""}","""Eduminions is r themme""","469","""Practice: Correct Messy Sentences"""
"1972","{""0"":""{Can you fix this sentence?}""}","""can u fix dis sentens?""","469","""Practice: Correct Messy Sentences"""
"1973","{""0"":""{Don't write a paper like it is a text message.}""}","""dnt rite a paper lik it is a txt message.""","469","""Practice: Correct Messy Sentences"""
"1974","{""0"":""! 'Ann can draw a dragon{. }She can also draw a flower. '""}","""Ann can draw a dragon.She can also draw a flower.""","470","""Using Periods"""
"1975","{""0"":""I saw Ben {yesterday. }He was wearing a new shirt.""}","""I saw Ben yesterday.He was wearing a new shirt.""","515","""Practice: Periods and Commas"""
"1976","{""0"":""I want {bacon, eggs, and toast, }please.""}","""I want bacon,eggs,and toast,please.""","515","""Practice: Periods and Commas"""
"1977","{""0"":""She ate {300,000} strawberries.""}","""She ate 300 ,000 strawberries.""","515","""Practice: Periods and Commas"""
"1978","{""0"":""She walked {1.2} miles.""}","""She walked 1 . 2 miles.""","515","""Practice: Periods and Commas"""
"1979","{""0"":""! '{\\""\\""I} can speak three languages{,\\""\\"" said} John.'""}","""\\""\\""   I can speak three languages,   \\""\\""   said John.""","471","""Practice: Spaces with Punctuation"""
"1980","{""0"":""The title of this book says{, \\""\\""The} Wind in the Willows{.\\""\\""}""}","""The title of this book says,   \\""\\""   The Wind in the Willows.   \\""\\""""","471","""Practice: Spaces with Punctuation"""
"1981","{""0"":""I saw {Lou, Giselle, and} Juan yesterday.""}","""I saw Lou,Giselle,and Juan yesterday.""","472","""Using Commas"""
"1982","{""0"":""I ran {700,000,000} miles.""}","""I ran 700, 000, 000 miles.""","473","""Using Commas with Numbers"""
"1983","{""0"":""Use {1.5} cups of flour to bake a cake.""}","""Use 1 .5 cups of flour to bake a cake.""","474","""Using Periods with Numbers"""
"1984","{""0"":""The sign states, {\\""\\""Do} not walk on the grass{.\\""\\""}""}","""The sign states, \\""\\""   Do not walk on the grass.   \\""\\""""","475","""Using Quotation Marks"""
"1985","{""0"":""She is a talented athlete, but she {has} poor sportsmanship.""}","""She is a talented athlete, but she <u>has/had</u> poor sportsmanship.""","476","""Verb Tense Shift"""
"1986","{""0"":""I didn't go to practice last week because I {was} sick.""}","""I didn't go to practice last week because I <u>am</u> sick.""","477","""Verb Tense Shift"""
"1987","{""0"":""The clouds passed by and the sun {shined} again.""}","""The clouds passed by and the sun <u>shines</u> again.""","477","""Verb Tense Shift"""
"1988","{""0"":""Have you {taken} your driving test yet?""}","""Have you <u>took</u> your driving test yet?""","477","""Verb Tense Shift"""
"1989","{""0"":""If the step"",""1"":""ladder {were} taller, we could put in the last lightbulb.""}","""If the step-ladder <u>was</u> taller, we could put in the last lightbulb.""","477","""Verb Tense Shift"""
"1990","{""0"":""I wish I {were} an Olympic swimmer.""}","""I wish I <u>was</u> an Olympic swimmer.""","477","""Verb Tense Shift"""
"1991","{""0"":""I wish he {were} visiting this week, we all could have celebrated together.""}","""I wish he <u>was/were</u> visiting this week, we all could have celebrated together.""","478","""Verb Mood Shift"""
"1992","{""0"":""{The tourist with sunglasses took a pamphlet}.""}","""The tourist took a pamphlet with sunglasses.""","479","""Misplaced Modifiers"""
"1993","{""0"":""{The lady in a red dress bought a new car}.""}","""The lady bought a new car in a red dress.""","479","""Misplaced Modifiers"""
"1994","{""0"":""{Someone with baggy pants borrowed my pen}.""}","""Someone borrowed my pen with baggy pants.""","479","""Misplaced Modifiers"""
"1996","{""0"":""{That puffin with the orange beak ate an entire fish}.""}","""That puffin ate an entire fish with the orange beak.""","480","""Practice: Misplaced Modifiers"""
"1997","{""0"":""{A boy with a baseball cap returned my frisbee}.""}","""A boy returned my frisbee with a baseball cap.""","480","""Practice: Misplaced Modifiers"""
"1998","{""0"":""{Someone in a trenchcoat handed me a note}.""}","""Someone handed me a note in a trenchcoat.""","480","""Practice: Misplaced Modifiers"""
"1999","{""0"":""{The smart lady with short hair answered the riddle}.""}","""The smart lady answered the riddle with short hair.""","480","""Practice: Misplaced Modifiers"""
"2000","{""0"":""{His brother in the plaid shirt is really fit}.""}","""His brother is really fit in the plaid shirt.""","480","""Practice: Misplaced Modifiers"""
"2001","{""0"":""{Her friend with the black belt knows karate}.""}","""Her friend knows karate with the black belt.""","480","""Practice: Misplaced Modifiers"""
"2002","{""0"":""{That drum with ropes around its edges must be a djembe}.""}","""That drum must be a djembe with ropes around its edges.""","480","""Practice: Misplaced Modifiers"""
"2003","{""0"":""{The family with matching fanny packs must be tourists}.""}","""The family must be tourists with matching fanny packs.""","480","""Practice: Misplaced Modifiers"""
"2004","{""0"":""{Someone in disguise took my wallet}!""}","""Someone took my wallet in disguise!""","480","""Practice: Misplaced Modifiers"""
"2005","{""0"":""Paula finished the cleaning {herself}.""}","""Paula finished the cleaning <u>her / herself<u>.""","481","""Intensive Pronouns vs. Reflexive Pronouns"""
"2006","{""0"":""I will fix the problem {myself}.""}","""I will fix the problem <u>myself / yourself</u>.""","481","""Intensive Pronouns vs. Reflexive Pronouns"""
"2007","{""0"":""Gary {himself} arranged the desks.""}","""Gary <u>himself/herself</u> arranged the desks.""","481","""Intensive Pronouns vs. Reflexive Pronouns"""
"2008","{""0"":""Graham read the whole book {himself}.""}","""Graham read the whole book ____.""","482","""Practice: Intensive Pronouns vs. Reflexive Pronouns"""
"2009","{""0"":""The only way for you to get something done is to do it {yourself}.""}","""The only way for you to get something done is to do it _____.""","482","""Practice: Intensive Pronouns vs. Reflexive Pronouns"""
"2010","{""0"":""Linda did all the filing {herself}.""}","""Linda did all the filing _____ .""","482","""Practice: Intensive Pronouns vs. Reflexive Pronouns"""
"2011","{""0"":""If you can't help clean the kitchen, we will just do it {ourselves}.""}","""If you can't help clean the kitchen, we will just do it _____ .""","482","""Practice: Intensive Pronouns vs. Reflexive Pronouns"""
"2012","{""0"":""I've never tried eel {myself}, but I have heard it is healthy.""}","""I've never tried eel _____ , but I have heard it is healthy.""","482","""Practice: Intensive Pronouns vs. Reflexive Pronouns"""
"2013","{""0"":""I thought the movie was good, but you should see it {yourself}.""}","""I thought the movie was good, but you should see it _____ .""","482","""Practice: Intensive Pronouns vs. Reflexive Pronouns"""
"2014","{""0"":""His family built the tree house {themselves}.""}","""His family built the tree house _____ .""","482","""Practice: Intensive Pronouns vs. Reflexive Pronouns"""
"2015","{""0"":""Have you seen Mary? {She} was here earlier.""}","""Have you seen Mary? <u>She / He</u> was here earlier.""","483","""Subjective Pronouns"""
"2016","{""0"":""Dan said that {he} will be late.""}","""Dan said that _____ will be late.""","484","""Practice: Subjective, Objective, and Possessive Pronouns"""
"2017","{""0"":""Our team is skillful, but {we} still have a lot to learn.""}","""Our team is skillful, but _____ still have a lot to learn.""","484","""Practice: Subjective, Objective, and Possessive Pronouns"""
"2018","{""0"":""Kate sent me a present, so I'll send one back to {her}.""}","""Kate sent me a present, so I'll send one back to _____.""","484","""Practice: Subjective, Objective, and Possessive Pronouns"""
"2019","{""0"":""We have discovered many galaxies, but not all of {them}.""}","""We have discovered many galaxies, but not all of _____.""","484","""Practice: Subjective, Objective, and Possessive Pronouns"""
"2020","{""0"":""We have the same bag, but yours is newer than {mine}.""}","""We have the same bag, but yours is newer than _____.""","484","""Practice: Subjective, Objective, and Possessive Pronouns"""
"2021","{""0"":""If we score one more point, the trophy will be {ours}.""}","""If we score one more point, the trophy will be _____ .""","484","""Practice: Subjective, Objective, and Possessive Pronouns"""
"2022","{""0"":""{They} were told by us to leave their shoes outside.""}","""______ were told by us to leave their shoes outside.""","484","""Practice: Subjective, Objective, and Possessive Pronouns"""
"2023","{""0"":""Julie and I will put the data on a graph {ourselves}.""}","""Julie and I will put the data on a graph _____.""","484","""Practice: Subjective, Objective, and Possessive Pronouns"""
"2024","{""0"":""The lack of focus in our group is a problem of {ours}.""}","""The lack of focus in our group is a problem of ____.""","484","""Practice: Subjective, Objective, and Possessive Pronouns"""
"2025","{""0"":""We can see the stars, but we are very far away from {them}.""}","""We can see the stars, but we are very far away from _____.""","484","""Practice: Subjective, Objective, and Possessive Pronouns"""
"2026","{""0"":""You can borrow my tools while they repair {yours}.""}","""You can borrow my tools while they repair ____.""","484","""Practice: Subjective, Objective, and Possessive Pronouns"""
"2027","{""0"":""May I use your phone? I have misplaced {mine}.""}","""May I use your phone? I have misplaced ______.""","484","""Practice: Subjective, Objective, and Possessive Pronouns"""
"2028","{""0"":""Ben is confused, so let's help {him}.""}","""Ben is confused, so let's help <u>him /her</u>.""","485","""Object Pronouns"""
"2029","{""0"":""Jon and Susie have the same shoes, but his are red and {hers} are green.""}","""Jon and Susie have the same shoes, but his are red and <u>its / hers</u> are green.""","486","""Possessive Pronouns"""
"2030","{""0"":""We are going to the show, {aren't we}?""}","""We are going to the show, <u>are we / aren't we</u>?""","487","""Tag Questions"""
"2031","{""0"":""She isn't allowed in{, is she?}""}","""She isn't allowed in.""","488","""Practice: Commas for \\""\\""Yes\\""\\"" and \\""\\""No,\\""\\"" Tag Questions, and Addressing People"""
"2032","{""0"":""He's a good soccer player{, isn't he?}""}","""He's a good soccer player.""","488","""Practice: Commas for \\""\\""Yes\\""\\"" and \\""\\""No,\\""\\"" Tag Questions, and Addressing People"""
"2033","{""0"":""You aren't finishing that pizza{, are you?}""}","""You aren't finishing that pizza.""","488","""Practice: Commas for \\""\\""Yes\\""\\"" and \\""\\""No,\\""\\"" Tag Questions, and Addressing People"""
"2034","{""0"":""{Yes,} we adopted a kitten yesterday."",""1"":""{No,} we adopted a kitten yesterday.""}","""_____ we adopted a kitten yesterday.""","488","""Practice: Commas for \\""\\""Yes\\""\\"" and \\""\\""No,\\""\\"" Tag Questions, and Addressing People"""
"2035","{""0"":""{No,} I can't eat any more pizza."",""1"":""{Yes,} I can't eat any more pizza.""}","""_____ I can't eat any more pizza.""","488","""Practice: Commas for \\""\\""Yes\\""\\"" and \\""\\""No,\\""\\"" Tag Questions, and Addressing People"""
"2036","{""0"":""{Yes,} I will drive you home."",""1"":""{No,} I will drive you home.""}","""_____ I will drive you home.""","488","""Practice: Commas for \\""\\""Yes\\""\\"" and \\""\\""No,\\""\\"" Tag Questions, and Addressing People"""
"2037","{""0"":""{Arielle,} can you come here?""}","""Arielle can you come here?""","488","""Practice: Commas for \\""\\""Yes\\""\\"" and \\""\\""No,\\""\\"" Tag Questions, and Addressing People"""
"2038","{""0"":""{Frank,} can you please help us?""}","""Frank can you please help us?""","488","""Practice: Commas for \\""\\""Yes\\""\\"" and \\""\\""No,\\""\\"" Tag Questions, and Addressing People"""
"2039","{""0"":""Hurry {up,} Todd.""}","""Hurry up Todd.""","488","""Practice: Commas for \\""\\""Yes\\""\\"" and \\""\\""No,\\""\\"" Tag Questions, and Addressing People"""
"2040","{""0"":""{Yes,} I saw Sally last night."",""1"":""{No,} I saw Sally last night.""}","""_____ I saw Sally last night.""","489","""Yes & No"""
"2041","{""0"":""Let's {eat,} John.""}","""Let's eat John.""","490","""Addressing People"""
"2042","{""0"":""My friends and I saw {goats, ponies,} and sheep at the petting zoo."",""1"":""My friends and I saw {goats,} ponies and sheep at the petting zoo.""}","""My friends and I saw goats ponies and sheep at the petting zoo.""","491","""Commas in a List"""
"2043","{""0"":""Zara needs {milk, sugar,} and butter."",""1"":""Zara needs {milk,} sugar and butter.""}","""Zara needs milk sugar and butter.""","491","""Commas in a List"""
"2044","{""0"":""They {screamed, shouted,} and cheered at their team."",""1"":""They {screamed,} shouted and cheered at their team.""}","""They screamed shouted and cheered at their team.""","492","""Practice: Colons and Commas in a List"""
"2045","{""0"":""There are {cans, socks,} and cords all over the floor."",""1"":""There are {cans,} socks and cords all over the floor.""}","""There are cans socks and cords all over the floor.""","492","""Practice: Colons and Commas in a List"""
"2046","{""0"":""The canvas was filled with {red, pink, blue,} and orange colors."",""1"":""The canvas was filled with {red, pink, blue,} and orange colors.""}","""The canvas was filled with red pink blue and orange colors.""","492","""Practice: Colons and Commas in a List"""
"2047","{""0"":""! 'The circus had many {acts:} juggling, tumbling, and lion taming.'""}","""The circus had many acts juggling, tumbling, and lion taming.""","492","""Practice: Colons and Commas in a List"""
"2048","{""0"":""! 'He traveled to many {places:} Ecuador, China, and even Egypt.'""}","""He traveled to many places Ecuador, China, and even Egypt.""","492","""Practice: Colons and Commas in a List"""
"2049","{""0"":""! 'We play many {instruments:} bass, guitar, drums, and the flute.'""}","""We play many instruments bass, guitar, drums, and the flute.""","492","""Practice: Colons and Commas in a List"""
"2050","{""0"":""! 'The store had all kinds of {glasses:} red, blue, and purple.'""}","""The store had all kinds of glasses red, blue, and purple.""","493","""Colons"""
"2051","{""0"":""! 'I love {sports:} soccer, football, and basketball are my favorites.'""}","""I love sports soccer, football, and basketball are my favorites.""","493","""Colons"""
"2052","{""0"":""{The} deli is closed today.""}","""the deli is closed today.""","494","""First Word of a Sentence"""
"2053","{""0"":""{Where} do you think you're going?""}","""where do you think you're going?""","495","""Practice: Correct Capitalization"""
"2054","{""0"":""{Flamingos} tend to eat with their heads upside down.""}","""flamingos tend to eat with their heads upside down.""","495","""Practice: Correct Capitalization"""
"2055","{""0"":""{Is} anybody here?""}","""is anybody here?""","495","""Practice: Correct Capitalization"""
"2056","{""0"":""{Our} class is going to New York City together.""}","""our class is going to new york city together.""","495","""Practice: Correct Capitalization"""
"2057","{""0"":""{The} coach shouted, \\""\\""{Run} all the way through!\\""\\""""}","""the coach shouted, \\""\\""run all the way through!\\""\\""""","495","""Practice: Correct Capitalization"""
"2058","{""0"":""{Let's} play tennis.""}","""let's play tennis.""","495","""Practice: Correct Capitalization"""
"2059","{""0"":""{John} and {I} are going to {France} pretty soon.""}","""john and i are going to france pretty soon.""","495","""Practice: Correct Capitalization"""
"2060","{""0"":""The {Mauna Kea} observatories have helped us map out the stars.""}","""The mauna kea observatories have helped us map out the stars.""","495","""Practice: Correct Capitalization"""
"2061","{""0"":""{Mr. Showalter} is a silly man.""}","""mr. showalter is a silly man.""","495","""Practice: Correct Capitalization"""
"2062","{""0"":""Our coach shouted, \\""\\""{Pass} the ball!\\""\\""""}","""Our coach shouted, \\""\\""pass the ball!\\""\\""""","495","""Practice: Correct Capitalization"""
"2063","{""0"":""I like the old saying, \\""\\""{Treat} others how you would like to be treated.\\""\\""""}","""I like the old saying, \\""\\""treat others how you would like to be treated.\\""\\""""","495","""Practice: Correct Capitalization"""
"2064","{""0"":""{Mr. Patel} said to {Harry}, \\""\\""{Go} to the office.\\""\\""""}","""mr. patel said to harry, \\""\\""go to the office.\\""\\""""","495","""Practice: Correct Capitalization"""
"2065","{""0"":""My friend is living on 138 {Fletcher Street} in {Sydney Australia}.""}","""My friend is living on 138 fletcher street in sydney australia.""","495","""Practice: Correct Capitalization"""
"2066","{""0"":""Many cities have a {Main Street} or a {First Street}.""}","""Many cities have a main street or a first street.""","495","""Practice: Correct Capitalization"""
"2067","{""0"":""Deliver the package at 21 {First Street}.""}","""Deliver the package at 21 first street.""","495","""Practice: Correct Capitalization"""
"2068","{""0"":""We will move from 1321 {Fulton Avenue} to 1503 {College Street}.""}","""We will move from 1321 fulton avenue to 1503 college street.""","495","""Practice: Correct Capitalization"""
"2069","{""0"":""I need to call {Dr. Stevens} right away.""}","""I need to call dr. stevens right away.""","496","""Proper Nouns"""
"2070","{""0"":""Teddy {Roosevelt} once said, \\""\\""{Believe} you can and you're halfway there.\\""\\""""}","""Teddy roosevelt once said, \\""\\""believe you can and you're halfway there.\\""\\""""","497","""Quotations"""
"2071","{""0"":""Sandy is now living at 221B {Baker St.} in {London}.""}","""Sandy is now living at 221B baker st. in london.""","498","""Addresses"""
"2072","{""0"":""Is {Tom's} locker open right now?""}","""Is <u>Tom's / Toms</u> locker open right now?""","499","""Singular Possessive"""
"2073","{""0"":""Of all the acts performed, {Mary's} act was the best.""}","""Of all the acts performed, <u>Mary's / Marys</u> act was the best.""","499","""Singular Possessive"""
"2074","{""0"":""The {fox's} nose wriggled out of curiosity.""}","""The foxs nose wriggled out of curiosity.""","500","""Practice: Possessive Nouns"""
"2075","{""0"":""My {jacket's} zipper is stuck.""}","""My jackets zipper is stuck.""","500","""Practice: Possessive Nouns"""
"2076","{""0"":""Our {team's} name is, \\""\\""The Funky Monkeys.\\""\\""""}","""Our teams name is, \\""\\""The Funky Monkeys.\\""\\""""","500","""Practice: Possessive Nouns"""
"2077","{""0"":""The dancer's {moves} make it seem like he is floating in the air.""}","""The dancer's move's make it seem like he is floating in the air.""","500","""Practice: Possessive Nouns"""
"2078","{""0"":""How often do Abu Dhabi's {citizens} eat camel meat?""}","""How often do Abu Dhabi's citizen's eat camel meat?""","500","""Practice: Possessive Nouns"""
"2079","{""0"":""Grace's {writings} were published in the school newspaper.""}","""Grace's writings' were published in the school newspaper.""","500","""Practice: Possessive Nouns"""
"2080","{""0"":""Amanda's {riddles} are very hard to solve.""}","""Amanda's riddle's are very hard to solve.""","500","""Practice: Possessive Nouns"""
"2081","{""0"":""These three {writers'} respective styles are similar.""}","""These three writer's respective styles are similar.""","500","""Practice: Possessive Nouns"""
"2082","{""0"":""The five {poems'} themes relate to love.""}","""The five poems themes relate to love.""","500","""Practice: Possessive Nouns"""
"2083","{""0"":""Opera {singers} have a very wide range.""}","""Opera singers' have a very wide range.""","500","""Practice: Possessive Nouns"""
"2084","{""0"":""My child's {grades} could be better.""}","""My child's <u>grade's / grades</u> could be better.""","501","""Plural vs. Singular Possessive"""
"2085","{""0"":""All five of the {poems'} themes relate to love.""}","""All five of the <u>poems / poems'</u> themes relate to love.""","502","""Plural Possessive"""
"2086","{""0"":""The {dogs'} toys were scattered around the floor.""}","""The <u>dogs / dogs'</u> toys were scattered around the floor.""","502","""Plural Possessive"""
"2087","{""0"":""The man in black said, {\\""\\""I'm not done with you yet!\\""\\""}""}","""The man in black said, I'm not done with you yet!""","503","""Use Commas and Quotation Marks in Dialogue"""
"2088","{""0"":""As he ran out of the store, he yelled, {\\""\\""I think someone is still inside!\\""\\""}""}","""As he ran out of the store, he yelled, I think someone is still inside!""","503","""Use Commas and Quotation Marks in Dialogue"""
"2089","{""0"":""When Steven passed me the ball, I said, {\\""\\""Go long!\\""\\""}""}","""When Steven passed me the ball, I said, Go long!""","504","""Practice: Commas and Quotation Marks in Dialogue"""
"2090","{""0"":""The guard announced, {\\""\\""All rise for the honorable Judge Davis.\\""\\""}""}","""The guard announced, All rise for the honorable Judge Davis.""","504","""Practice: Commas and Quotation Marks in Dialogue"""
"2091","{""0"":""Bill disagreed, {\\""\\""That's not how the tides work.\\""\\""}""}","""Bill disagreed, That's not how the tides work.""","504","""Practice: Commas and Quotation Marks in Dialogue"""
"2092","{""0"":""! '{\\""\\""Watch your step,\\""\\""} warned the bus driver.'""}","""Watch your step, warned the bus driver.""","504","""Practice: Commas and Quotation Marks in Dialogue"""
"2093","{""0"":""! '{\\""\\""I'm lost,\\""\\""} whimpered the poor boy.'""}","""I'm lost, whimpered the poor boy.""","504","""Practice: Commas and Quotation Marks in Dialogue"""
"2094","{""0"":""Brett argued, {\\""\\""That's not fair!\\""\\""}""}","""Brett argued, That's not fair!""","504","""Practice: Commas and Quotation Marks in Dialogue"""
"2095","{""0"":""! '{\\""\\""My head hurts,\\""\\""} the little girl whined.'""}","""My head hurts, the little girl whined.""","504","""Practice: Commas and Quotation Marks in Dialogue"""
"2096","{""0"":""Roy confessed, {\\""\\""I was the one who cheated.\\""\\""}""}","""Roy confessed, I was the one who cheated.""","504","""Practice: Commas and Quotation Marks in Dialogue"""
"2097","{""0"":""The little boy mumbled, {\\""\\""I'm sorry.\\""\\""}""}","""The little boy mumbled, I'm sorry.""","504","""Practice: Commas and Quotation Marks in Dialogue"""
"2098","{""0"":""'{\\""\\""What a silly pup,\\""\\""} Uncle Gary chuckled with a smile.'""}","""What a silly pup, Uncle Gary chuckled with a smile.""","504","""Practice: Commas and Quotation Marks in Dialogue"""
"2099","{""0"":""! '{\\""\\""What happened here?\\""\\""} demanded the police officer.'""}","""What happened here? demanded the police officer.""","504","""Practice: Commas and Quotation Marks in Dialogue"""
